AÑO,SERVICIO,REGIÓN,NOMBRE,INVERSIÓN (MILES DE $ AÑO 2021),PROGRAMA
2010,Dirección de Obras Hidráulicas ,Bio Bio,CONSTRUCCION DEFENSAS FLUVIALES RIO ANDALIEN (ETAPA I),2207942.92589116,MANEJO DE CAUCES
2010,Dirección de Obras Hidráulicas ,Bio Bio,CONSTRUCCION UNIFICACION  DE BOCATOMAS EN EL  RIO PERQUILAUQUEN,276825.6645796839,OBRAS MEDIANAS DE RIEGO Y DRENAJE
2010,Dirección de Obras Hidráulicas ,Bio Bio,CONSTRUCCION DISEÑOS COMPLEMENTARIOS EMBALSE PUNILLA,230463.75474456983,GRANDES OBRAS DE RIEGO
2010,Dirección de Obras Hidráulicas ,Bio Bio,"CONSTRUCCION COLECTOR EGAÑA, CHILLÁN VIEJO",39056.37101335581,EVACUACION Y DRENAJE DE AGUAS LLUVIAS
2010,Dirección de Obras Hidráulicas ,Bio Bio,CONSERVACION AGUAS LUVIAS VIII REGIÓN DEL BIO BIO,1935.1107292072556,CONSERVACION DE OBRAS DE AGUAS LLUVIAS
2010,Dirección de Obras Hidráulicas ,Bio Bio,CONSERVACION OBRAS DE RIEGO VIII REGION DEL BIO BIO,21195.553975401876,CONSERVACION DE OBRAS DE RIEGO
2010,Dirección de Obras Hidráulicas ,Bio Bio,CONSTRUCCION OBRA DE REGULACIÓN Y SEDIMENTACIÓN EN RIO ANDALIEN REGION DEL BIO BIO PROVINCIA DE CONCEPCIÓN,235991.42829169042,MANEJO DE CAUCES
2010,Dirección de Obras Hidráulicas ,Bio Bio,CONSERVACION SISTEMAS DE AGUAS LLUVIAS REGION DEL BIO BIO,192661.0974906199,CONSERVACION DE OBRAS DE AGUAS LLUVIAS
2010,Dirección de Obras Hidráulicas ,Bio Bio,CONSERVACION DE RIBERAS DE CAUCES NATURALES REGION DEL BIO BIO,463174.27787605237,CONSERVACION DE RIBERAS (DEFENSAS FLUVIALES)
2010,Dirección de Obras Hidráulicas ,Bio Bio,CONSERVACION OBRA DE EMERGENCIA AGUAS LLUVIAS SECTOR VILUCO,63810.488789466785,CONSERVACION DE OBRAS DE AGUAS LLUVIAS
2010,Dirección de Obras Hidráulicas ,Bio Bio,CONSERVACION OBRAS DE RIEGO SIFON RENAICO CANAL BIOBIO SUR,325823.9148738425,CONSERVACION DE OBRAS DE RIEGO
2010,Dirección de Obras Hidráulicas ,Bio Bio,"CONSERVACION Y REPARACIÓN DE OBRAS DE RIEGO, VIII REGIÓN",4079526.491452317,CONSERVACION DE OBRAS DE RIEGO
2010,Dirección de Obras Hidráulicas ,Bio Bio,CONSERVACION DE INFRAESTRUCTURA AGUAS LLUVIAS VIII REGIÓN,85524.52777723312,CONSERVACION DE OBRAS DE AGUAS LLUVIAS
2010,Dirección de Obras Hidráulicas ,Bio Bio,CONSERVACION DE INFRAESTRUCTURA AGUAS LLUVIAS VIII REGIÓN,4035735.7572932728,CONSERVACION DE OBRAS DE AGUAS LLUVIAS
2010,Dirección de Obras Hidráulicas ,Bio Bio,"CONSERVACION Y REPARACIÓN ESTERO DICHATO, VIII REGIÓN 2010-2011",7083.128584213967,CONSERVACION DE OBRAS DE AGUAS LLUVIAS
2010,Dirección de Obras Hidráulicas ,Bio Bio,"CONSERVACION Y REPARACIÓN EMBALSE COIHUECO, VIII REGIÓN",120108.61140251624,CONSERVACION DE OBRAS DE RIEGO
2010,Dirección de Obras Hidráulicas ,Bio Bio,"CONSERVACION Y REPARACIÓN EMBALSE COIHUECO, VIII REGIÓN",1774449.7900343977,CONSERVACION DE OBRAS DE RIEGO
2010,Dirección de Obras Hidráulicas ,Bio Bio,CONSERVACION DE RIBERAS DE CAUCES NATURALES VIII REGIÓN AÑO (2010-2012),283319.4768656913,CONSERVACION DE RIBERAS (DEFENSAS FLUVIALES)
2010,Dirección de Obras Hidráulicas ,Bio Bio,CONSERVACION SIFON LA COPERATIVA EN CANAL QUILLON COMUNA DE QUILLON PROVINCIA DE ÑUBLE,424518.811940563,CONSERVACION DE OBRAS DE RIEGO
2010,Dirección de Obras Hidráulicas ,Araucanía,CONSTRUCCION COLECTOR INTERCEPTOR MILANO TEMUCO,40198.17134113111,EVACUACION Y DRENAJE DE AGUAS LLUVIAS
2010,Dirección de Obras Hidráulicas ,Araucanía,CONSTRUCCION SISTEMA REGADIO COMUY,501706.49737417634,OBRAS MEDIANAS DE RIEGO Y DRENAJE
2010,Dirección de Obras Hidráulicas ,Araucanía,CONSTRUCCION SISTEMA REGADIO COMUY,162394.88905027363,OBRAS MEDIANAS DE RIEGO Y DRENAJE
2010,Dirección de Obras Hidráulicas ,Araucanía,CONSTRUCCION SISTEMA REGADIO COMUY,3490962.421501359,OBRAS MEDIANAS DE RIEGO Y DRENAJE
2010,Dirección de Obras Hidráulicas ,Araucanía,"CONSERVACION Y REPARACION OBRAS FISCALES DE RIEGO, 2007-2009 IX REGION",39560.68976855185,CONSERVACION DE OBRAS DE RIEGO
2010,Dirección de Obras Hidráulicas ,Araucanía,CONSERVACION INFRAESTRUCTURA AGUAS LLUVIAS DE TEMUCO 2008 - 2010,141658.3218071288,CONSERVACION DE OBRAS DE AGUAS LLUVIAS
2010,Dirección de Obras Hidráulicas ,Araucanía,CONSERVACION INFRAESTRUCTURA DE RIEGO  IX REGION - AÑO 2009,47818.20107202849,CONSERVACION DE OBRAS DE RIEGO
2010,Dirección de Obras Hidráulicas ,Araucanía,CONSERVACION DE RIBERAS EN VARIOS CAUCES AÑOS 2010 - 2012 REGION DE LA ARAUCANIA,283322.310117125,CONSERVACION DE RIBERAS (DEFENSAS FLUVIALES)
2010,Dirección de Obras Hidráulicas ,Los Ríos,CONSTRUCCION COLECTOR DE AGUAS LLUVIAS PHILLIPI BARRIOS BAJOS DE VALDIVIA COMUNA DE VALDIVIA,487.3192465939209,EVACUACION Y DRENAJE DE AGUAS LLUVIAS
2010,Dirección de Obras Hidráulicas ,Los Ríos,CONSTRUCCION COLECTOR DE AGUAS LLUVIAS PHILLIPI BARRIOS BAJOS DE VALDIVIA COMUNA DE VALDIVIA,226148.71281106668,EVACUACION Y DRENAJE DE AGUAS LLUVIAS
2010,Dirección de Obras Hidráulicas ,Los Ríos,CONSERVACION DE RIBERAS REGIÓN DE LOS RÍOS,267032.5309991497,CONSERVACION DE RIBERAS (DEFENSAS FLUVIALES)
2010,Dirección de Obras Hidráulicas ,Los Ríos,CONSERVACION COLECTORES DE EVACUACION Y DRENAJE DE AGUAS LLUVIAS REGIÓN DE LOS RÍOS,100651.25718168047,CONSERVACION DE OBRAS DE AGUAS LLUVIAS
2010,Dirección de Obras Hidráulicas ,Los Ríos,CONSTRUCCION COLECTOR AGUAS LLUVIAS CATRICO VALDIVIA,44283.71990850572,EVACUACION Y DRENAJE DE AGUAS LLUVIAS
2010,Dirección de Obras Hidráulicas ,Los Ríos,CONSTRUCCION COLECTOR AGUAS LLUVIAS CATRICO VALDIVIA,54708.66855875184,EVACUACION Y DRENAJE DE AGUAS LLUVIAS
2010,Dirección de Obras Hidráulicas ,Los Ríos,CONSERVACION DE RIBERAS DE CAUCES NATURALES PLAN INTENSIVO MANO DE OBRA XIV REGIÓN,44731.373635028045,CONSERVACION DE RIBERAS (DEFENSAS FLUVIALES)
2010,Dirección de Obras Hidráulicas ,Los Ríos,CONSERVACION RED PRIMARIA AGUAS LLUVIAS PLAN MANO DE OBRA XIV REGION,73922.36315629064,CONSERVACION DE OBRAS DE AGUAS LLUVIAS
2010,Dirección de Obras Hidráulicas ,Los Ríos,"CONSERVACION DEFENSAS FLUVIALES RIO SAN PEDRO, ANTILHUE LOS LAGOS",20131.668062052937,CONSERVACION DE RIBERAS (DEFENSAS FLUVIALES)
2010,Dirección de Obras Hidráulicas ,Los Ríos,CONSERVACION Y REPARACION DEL COLECTOR GARCIA REYES EN VALDIVIA,25942.666752542074,CONSERVACION DE OBRAS DE AGUAS LLUVIAS
2010,Dirección de Obras Hidráulicas ,Los Ríos,CONSERVACION Y REPARACION DEL COLECTOR GARCIA REYES EN VALDIVIA,855058.2831777079,CONSERVACION DE OBRAS DE AGUAS LLUVIAS
2010,Dirección de Obras Hidráulicas ,Los Lagos,CONSTRUCCION COLECTOR ESTERO LOBOS PONIENTE COMUNA DE PUERTO MONTT,296487.01290374505,EVACUACION Y DRENAJE DE AGUAS LLUVIAS
2010,Dirección de Obras Hidráulicas ,Los Lagos,CONSTRUCCION COLECTOR ESTERO LOBOS PONIENTE COMUNA DE PUERTO MONTT,22137.61007710233,EVACUACION Y DRENAJE DE AGUAS LLUVIAS
2010,Dirección de Obras Hidráulicas ,Los Lagos,CONSTRUCCION COLECTOR ESTERO LOBOS PONIENTE COMUNA DE PUERTO MONTT,2390697.559743898,EVACUACION Y DRENAJE DE AGUAS LLUVIAS
2010,Dirección de Obras Hidráulicas ,Los Lagos,CONSERVACION RED PRIMARIA DE AGUAS LLUVIAS REGION DE LOS LAGOS,235759.1016741282,CONSERVACION DE OBRAS DE AGUAS LLUVIAS
2010,Dirección de Obras Hidráulicas ,Los Lagos,CONSTRUCCION RED PRIMARIA DE AGUAS LLUVIAS SECTOR PONIENTE PUERTO MONTT,146530.09764735118,EVACUACION Y DRENAJE DE AGUAS LLUVIAS
2010,Dirección de Obras Hidráulicas ,Los Lagos,CONSERVACION DE RIBERAS DE CAUCES NATURALES REGION DE LOS LAGOS,301681.77940740756,CONSERVACION DE RIBERAS (DEFENSAS FLUVIALES)
2010,Dirección de Obras Hidráulicas ,Aysén,"CONSTRUCCION CONTROL ALUVIONAL CERRO DIVISADERO, COYHAIQUE",43814.816796230756,CONTROL ALUVIONAL
2010,Dirección de Obras Hidráulicas ,Aysén,"CONSTRUCCION CONTROL ALUVIONAL CERRO DIVISADERO, COYHAIQUE",593491.0941941377,CONTROL ALUVIONAL
2010,Dirección de Obras Hidráulicas ,Aysén,CONSERVACION RED PRIMARIA DE AGUAS LLUVIAS COYHAIQUE,82786.190266576,CONSERVACION DE OBRAS DE AGUAS LLUVIAS
2010,Dirección de Obras Hidráulicas ,Aysén,"CONSERVACION DE RIBERAS DE CAUCES NATURALES, REGIÓN DE AYSEN",423199.9333981824,CONSERVACION DE RIBERAS (DEFENSAS FLUVIALES)
2010,Dirección de Obras Hidráulicas ,Aysén,CONSERVACION OBRAS DE RIEGO FISCAL XI REGION,114741.0165613989,CONSERVACION DE OBRAS DE RIEGO
2010,Dirección de Obras Hidráulicas ,Magallanes y Ach,CONSERVACION DE COLECTORES DE AGUAS LLUVIAS PUNTA ARENAS,86584.16381343153,CONSERVACION DE OBRAS DE AGUAS LLUVIAS
2010,Dirección de Obras Hidráulicas ,Magallanes y Ach,EXPLOTACION  Y CONSERVACION SIST.DE REGADÍO HH . FF XII REG COMUNA DE PUERTO NATALES,73945.02916776013,EXPLOTACION DE OBRAS DE RIEGO
2010,Dirección de Obras Hidráulicas ,Magallanes y Ach,CONSERVACION RIBERAS DE CAUCES NATURALES 2010-2012 XII REGIÓN PUNTA ARENAS,155745.24793541356,CONSERVACION DE RIBERAS (DEFENSAS FLUVIALES)
2010,Dirección de Obras Hidráulicas ,No Regionalizable,"CONTROL, ADMINISTRACION Y SUPERVISION DE OBRAS DERIVADAS DE LA APLICACIÓN DE LA LEY DE FOMENTO AL RIEGO",184990.06923391618,ADMINISTRACION DIRECTA DE OBRAS DE RIEGO
2010,Dirección de Obras Hidráulicas ,No Regionalizable,CONSERVACION DE RIBERAS DE CAUCES NATURALES,384203.060664934,CONSERVACION DE RIBERAS (DEFENSAS FLUVIALES)
2010,Dirección de Vialidad,No Regionalizable,DIAGNOSTICO SEGUIMIENTO TECNICAS MIXTAS DE ESTABILIZACION Y PROTECCION DE TALUDES,62925.09771644004,ESTUDIOS BASICOS DE VIALIDAD
2010,Dirección de Vialidad,No Regionalizable,DIAGNOSTICO GESTION VIAL: SEGUIMIENTO PAVIMENTOS ASFALTICOS,57373.341532133134,ESTUDIOS BASICOS DE VIALIDAD
2010,Dirección de Vialidad,Arica y Parinacota,CONSTRUCCION REPOSICION RED VIAL ANDINA SECTOR: PARINACOTA - VISVIRI,49890.7244957695,RUTA PRECORDILLERANA
2010,Dirección de Vialidad,Arica y Parinacota,CONSTRUCCION REPOSICION RED VIAL ANDINA SECTOR: PARINACOTA - VISVIRI,922502.4169308766,RUTA PRECORDILLERANA
2010,Dirección de Vialidad,Arica y Parinacota,"REPOSICION RUTA 11 CH, S: ARICA TAMBO QUEMADO KM 36 - 60",41643.129572310754,RUTAS INTERNACIONALES
2010,Dirección de Vialidad,Arica y Parinacota,"REPOSICION RUTA 11 CH, SECTOR: ARICA TAMBO QUEMADO KM 170 AL 192",96276.71696806993,RUTAS INTERNACIONALES
2010,Dirección de Vialidad,Arica y Parinacota,"REPOSICION PAVIMENTO Y CONSTRUCCION 3° PISTA RUTA 5, SECTOR: CUESTA CAMARONES",286145.6451707927,CAMINOS NACIONALES
2010,Dirección de Vialidad,Arica y Parinacota,"REPOSICION PAVIMENTO Y CONSTRUCCION 3° PISTA RUTA 5, SECTOR: CUESTA ACHA",62959.09673364426,CAMINOS NACIONALES
2010,Dirección de Vialidad,Arica y Parinacota,REPOSICION PAVIMENTO Y CONSTRUCCION 3ª PISTA CUESTA CHACA NORTE,106156.26471733156,CAMINOS NACIONALES
2010,Dirección de Vialidad,Arica y Parinacota,CONSERVACION RED VIAL REGION ARICA Y PARINACOTA 2009-2011,7187620.313714008,CONSERVACION VIAL
2010,Dirección de Vialidad,Arica y Parinacota,"REPOSICION RUTA 11-CH, SECTOR ARICA - TAMBO QUEMADO SECTOR: ACCESO MINA COTACOTANI",690947.8603843377,RUTAS INTERNACIONALES
2010,Dirección de Vialidad,Arica y Parinacota,CONSERVACION RED VIAL ADMINISTRACION DIRECTA XV REGION AÑO 2010,1051984.8407017414,CONSERVACION VIAL
2010,Dirección de Vialidad,Tarapacá,CONSERVACION GLOBAL RED VIAL  I  REGION   -  AÑO 2006 .-,12463.473056782896,CONSERVACION VIAL
2010,Dirección de Vialidad,Tarapacá,REPOSICION PAVIMENTO RUTA 5 SECTOR: PINTADOS BIFURCACION HUARA,330024.21012428135,CAMINOS NACIONALES
2010,Dirección de Vialidad,Tarapacá,REPOSICION PAVIMENTO RUTA 5 SECTOR: PINTADOS BIFURCACION HUARA,9246507.298304686,CAMINOS NACIONALES
2010,Dirección de Vialidad,Tarapacá,"REPOSICION  15-CH (EX A-55) H-C, KM 50,00 AL KM 164, POR SECTORES",620482.0639771435,RUTAS INTERNACIONALES
2010,Dirección de Vialidad,Tarapacá,"REPOSICION  15-CH (EX A-55) H-C, KM 50,00 AL KM 164, POR SECTORES",14666137.6352531,RUTAS INTERNACIONALES
2010,Dirección de Vialidad,Tarapacá,CONSERVACION GLOBAL DE CAMINOS AÑO 2007 RED VIAL I REGION,24705.952501738317,CONSERVACION VIAL
2010,Dirección de Vialidad,Tarapacá,"CONSERVACION GLOBAL RED VIAL REGION DE TARAPACA, AÑO 2008 - 2010",245849.72665519943,CONSERVACION VIAL
2010,Dirección de Vialidad,Tarapacá,"CONSERVACION GLOBAL RED VIAL REGION DE TARAPACA, AÑO 2008 - 2010",2484876.254025324,CONSERVACION VIAL
2010,Dirección de Vialidad,Tarapacá,"REPOSICION RUTAS A-16 Y A-616 ACCESO A IQUIQUE, REGION DE TARAPACA",157096.70886928157,MEJORAMIENTO RED VIAL REGIONAL PRINCIPAL
2010,Dirección de Vialidad,Tarapacá,"REPOSICION PUENTE TANA, EN RUTA 5, REGION DE TARAPACA",214455.8841442463,CAMINOS NACIONALES
2010,Dirección de Vialidad,Tarapacá,"REPOSICION PUENTE TILIVICHE EN RUTA 5, REGION DE TARAPACA",322375.8478790471,CAMINOS NACIONALES
2010,Dirección de Vialidad,Tarapacá,CONSERVACION RED VIAL REGION TARAPACA 2009 2010 2011,6942732.475920545,CONSERVACION VIAL
2010,Dirección de Vialidad,Tarapacá,MEJORAMIENTO RUTA A-557 SECTOR QUETAINE - CARIQUIMA EMPALME ESCAPIÑA,105228.37487279954,MEJORAMIENTO RED VIAL REGIONAL SECUNDARIA
2010,Dirección de Vialidad,Tarapacá,MEJORAMIENTO RUTA A-557 SECTOR QUETAINE - CARIQUIMA EMPALME ESCAPIÑA,2083940.0103930428,MEJORAMIENTO RED VIAL REGIONAL SECUNDARIA
2010,Dirección de Vialidad,Tarapacá,"REPOSICION RUTA 15 CH, HUARA COLCHANE SECTOR: ALTO CHUSMIZA - APACHETA",1410109.2385453165,RUTAS INTERNACIONALES
2010,Dirección de Vialidad,Tarapacá,"CONSTRUCCION PUENTE DE TARAPACA, RUTA A-565 - HUARA",101997.05161268113,MEJORAMIENTO RED VIAL REGIONAL SECUNDARIA
2010,Dirección de Vialidad,Tarapacá,"CONSTRUCCION PUENTE DE TARAPACA, RUTA A-565 - HUARA",1755197.8465425042,MEJORAMIENTO RED VIAL REGIONAL SECUNDARIA
2010,Dirección de Vialidad,Tarapacá,CONSERVACION RED VIAL ADMINISTRACION DIRECTA I REGION AÑO 2010,1277320.4103513404,CONSERVACION VIAL
2010,Dirección de Vialidad,Tarapacá,CONSERVACION GLOBAL MIXTA DE CAMINOS AÑOS 2010-2013 I REGION,96297.96635382256,CONSERVACION VIAL
2010,Dirección de Vialidad,Tarapacá,CONSERVACION GLOBAL MIXTA DE CAMINOS AÑOS 2010-2013 I REGION,925320.0854816769,CONSERVACION VIAL
2010,Dirección de Vialidad,Antofagasta,MEJORAMIENTO AVENIDA SALVADOR ALLENDE,83199.8449758941,VIALIDAD URBANA
2010,Dirección de Vialidad,Antofagasta,MEJORAMIENTO AVENIDA SALVADOR ALLENDE,5520.590418536366,VIALIDAD URBANA
2010,Dirección de Vialidad,Antofagasta,MEJORAMIENTO AVENIDA SALVADOR ALLENDE,4047084.3459109007,VIALIDAD URBANA
2010,Dirección de Vialidad,Antofagasta,MEJORAMIENTO RUTA 1 SECTOR TALTAL CALETA EL COBRE,82757.85775223914,DESARROLLO VIAL AREAS COSTERAS
2010,Dirección de Vialidad,Antofagasta,MEJORAMIENTO RUTA 1 SECTOR TALTAL CALETA EL COBRE,137186.03441905612,DESARROLLO VIAL AREAS COSTERAS
2010,Dirección de Vialidad,Antofagasta,MEJORAMIENTO COSTANERA DE ANTOFAGASTA,8971.49066476541,VIALIDAD URBANA
2010,Dirección de Vialidad,Antofagasta,REPOSICION AMPLIACION RUTA 25 SECTOR: CIRCUNVALACION DE CALAMA,1708.4506145124087,CAMINOS NACIONALES
2010,Dirección de Vialidad,Antofagasta,REPOSICION AMPLIACION RUTA 25 SECTOR: CIRCUNVALACION DE CALAMA,49458.653652132445,CAMINOS NACIONALES
2010,Dirección de Vialidad,Antofagasta,MEJORAMIENTO RUTAS B-710 Y B-70 PAPOSO - VARILLAS,85783.77028341535,MEJORAMIENTO RED VIAL REGIONAL PRINCIPAL
2010,Dirección de Vialidad,Antofagasta,MEJORAMIENTO RUTAS B-710 Y B-70 PAPOSO - VARILLAS,805313.4711307733,MEJORAMIENTO RED VIAL REGIONAL PRINCIPAL
2010,Dirección de Vialidad,Antofagasta,MEJORAMIENTO RUTAS B-710 Y B-70 PAPOSO - VARILLAS,971531.8329908056,MEJORAMIENTO RED VIAL REGIONAL PRINCIPAL
2010,Dirección de Vialidad,Antofagasta,MEJORAMIENTO RUTA ALTIPLANICA: SECTOR PEDRO ATACAMA - EL TATIO,115769.48683182675,RUTA PRECORDILLERANA
2010,Dirección de Vialidad,Antofagasta,MEJORAMIENTO RUTA ALTIPLANICA: SECTOR PEDRO ATACAMA - EL TATIO,2116720.729480785,RUTA PRECORDILLERANA
2010,Dirección de Vialidad,Antofagasta,CONSERVACION RED VIAL II REGION AÑO 2006 - 2008,1563.9547913944439,CONSERVACION VIAL
2010,Dirección de Vialidad,Antofagasta,REPOSICION PAVIMENTO RUTA 5 S: LOS VIENTOS - ROSARIO,355676.46860487066,CAMINOS NACIONALES
2010,Dirección de Vialidad,Antofagasta,REPOSICION VARIOS CAMINOS RED VIAL II REGION OBRAS EMERGENCIA,2676.0059791160365,CONSERVACION VIAL
2010,Dirección de Vialidad,Antofagasta,REPOSICION PAVIMENTO RUTA 5 SECTOR: LAS BOMBAS - BIFURCACION TALTAL,281926.9337860348,CAMINOS NACIONALES
2010,Dirección de Vialidad,Antofagasta,REPOSICION PAVIMENTO RUTA 5 SECTOR: LAS BOMBAS - BIFURCACION TALTAL,4707562.003751666,CAMINOS NACIONALES
2010,Dirección de Vialidad,Antofagasta,REPOSICION RUTA B-24 SECTOR: CRUCERO (RUTA 5) TOCOPILLA,53005.8844471068,CAMINOS NACIONALES
2010,Dirección de Vialidad,Antofagasta,REPOSICION RUTA B-24 SECTOR: CRUCERO (RUTA 5) TOCOPILLA,279797.7453336201,CAMINOS NACIONALES
2010,Dirección de Vialidad,Antofagasta,CONSERVACION GLOBAL RED VIAL II REGION AÑO 2008,54207.18305498949,CONSERVACION VIAL
2010,Dirección de Vialidad,Antofagasta,CONSERVACION GLOBAL RED VIAL II REGION AÑO 2008,173994.22041978242,CONSERVACION VIAL
2010,Dirección de Vialidad,Antofagasta,CONSERVACION GLOBAL II REGION AÑO 2009 2010 2011,464062.5022005128,CONSERVACION VIAL
2010,Dirección de Vialidad,Antofagasta,CONSERVACION GLOBAL II REGION AÑO 2009 2010 2011,6023492.548015557,CONSERVACION VIAL
2010,Dirección de Vialidad,Antofagasta,CONSERVACIÓN RED VIAL 2009-2011 - II REGION,4722874.3111250205,CONSERVACION VIAL
2010,Dirección de Vialidad,Antofagasta,AMPLIACION PUENTE LA POSADA RUTA B-240 II REGION,28328.26445970534,MEJORAMIENTO RED VIAL REGIONAL PRINCIPAL
2010,Dirección de Vialidad,Antofagasta,"AMPLIACION PUENTE DUPONT RUTA 25, II REGION",28328.26445970534,CAMINOS NACIONALES
2010,Dirección de Vialidad,Antofagasta,"REPOSICION PUENTE CHIU-CHIU RUTA CH-21, II REGION",26642.479856662416,RUTAS INTERNACIONALES
2010,Dirección de Vialidad,Antofagasta,CONSERVACION INFRAESTRUCTUA VIAL REGION DE ANTOFAGASTA AÑO 2009,2151715.6345639527,CONSERVACION VIAL
2010,Dirección de Vialidad,Antofagasta,CONSERVACION RED VIAL ADMINISTRACION DIRECTA II REGION AÑO 2010,2287931.280366971,CONSERVACION VIAL
2010,Dirección de Vialidad,Antofagasta,CONSERVACION GLOBAL AÑO 2010-2012 II REGIÓN .,311657.6577054145,CONSERVACION VIAL
2010,Dirección de Vialidad,Atacama,"REPOSICION RUTA C-35 CRUCE 31-CH - PAIPOTE - JUNTAS, SECTOR CERRILLOS",48.16527437265498,MEJORAMIENTO RED VIAL REGIONAL PRINCIPAL
2010,Dirección de Vialidad,Atacama,MEJORAMIENTO RUTA C-495 SECTOR ALTO DEL CARMEN EL TRANSITO,62303.19902674605,MEJORAMIENTO RED VIAL REGIONAL PRINCIPAL
2010,Dirección de Vialidad,Atacama,MEJORAMIENTO RUTA C-495 SECTOR ALTO DEL CARMEN EL TRANSITO,370990.19260394125,MEJORAMIENTO RED VIAL REGIONAL PRINCIPAL
2010,Dirección de Vialidad,Atacama,MEJORAMIENTO RUTA C-453 JUNTAS - IGLESIA COLORADA,77089.93825915112,MEJORAMIENTO RED VIAL REGIONAL SECUNDARIA
2010,Dirección de Vialidad,Atacama,MEJORAMIENTO RUTA C-453 JUNTAS - IGLESIA COLORADA,21102.05667809025,MEJORAMIENTO RED VIAL REGIONAL SECUNDARIA
2010,Dirección de Vialidad,Atacama,MEJORAMIENTO PASO SAN FRANCISCO EN TERCERA REGION,317324.1605727857,RUTAS INTERNACIONALES
2010,Dirección de Vialidad,Atacama,MEJORAMIENTO PASO SAN FRANCISCO EN TERCERA REGION,4198878.624722039,RUTAS INTERNACIONALES
2010,Dirección de Vialidad,Atacama,CONSTRUCCION CAMINO COSTERO CARRIZAL - BAHIA SALADA,11827.408109920481,DESARROLLO VIAL AREAS COSTERAS
2010,Dirección de Vialidad,Atacama,REPOSICION RUTA C-17 INCA DE ORO DIEGO DE ALMAGRO,167586.82230250246,MEJORAMIENTO RED VIAL REGIONAL PRINCIPAL
2010,Dirección de Vialidad,Atacama,REPOSICION RUTA C-17 INCA DE ORO DIEGO DE ALMAGRO,3494773.144679666,MEJORAMIENTO RED VIAL REGIONAL PRINCIPAL
2010,Dirección de Vialidad,Atacama,"MEJORAMIENTO RUTA C-386, BIFURCACION RUTA TOLEDO (BY PASS A COPIAPO)",530616.9950035041,CAMINOS NACIONALES
2010,Dirección de Vialidad,Atacama,"MEJORAMIENTO RUTA C-386, BIFURCACION RUTA TOLEDO (BY PASS A COPIAPO)",1780078.044007414,CAMINOS NACIONALES
2010,Dirección de Vialidad,Atacama,"MEJORAMIENTO RUTA C-495, EL TRANSITO - JUNTA DE VALERIANO, ETAPA I",165324.47103270452,MEJORAMIENTO RED VIAL REGIONAL PRINCIPAL
2010,Dirección de Vialidad,Atacama,CONSERVACION RED VIAL REGION DE ATACAMA 2006 - 2008 .-,12581.052991280849,CONSERVACION VIAL
2010,Dirección de Vialidad,Atacama,CONSERVACION RED VIAL REGION DE ATACAMA 2006 - 2008 .-,14024.594596743655,CONSERVACION VIAL
2010,Dirección de Vialidad,Atacama,"CONSTRUCCION VARIANTE RUTA C-46 FREIRINA, PROV. HUASCO",189275.36202736563,MEJORAMIENTO RED VIAL REGIONAL PRINCIPAL
2010,Dirección de Vialidad,Atacama,"CONSTRUCCION VARIANTE RUTA C-46 FREIRINA, PROV. HUASCO",1029772.1494616466,MEJORAMIENTO RED VIAL REGIONAL PRINCIPAL
2010,Dirección de Vialidad,Atacama,"MEJORAMIENTO RUTA C-495 , EL TRANSITO -JUNTA DE VALERIANO, ETAPA II COMUNA DE ALTO DEL CARMEN",37680.82744230146,MEJORAMIENTO RED VIAL REGIONAL PRINCIPAL
2010,Dirección de Vialidad,Atacama,CONSTRUCCION PUENTE VIÑITA AZUL EN RUTA C-391,5456.84226127844,MEJORAMIENTO RED VIAL REGIONAL SECUNDARIA
2010,Dirección de Vialidad,Atacama,CONSTRUCCION PUENTE VIÑITA AZUL EN RUTA C-391,6200.570762620907,MEJORAMIENTO RED VIAL REGIONAL SECUNDARIA
2010,Dirección de Vialidad,Atacama,MEJORAMIENTO DE CAMINOS BASICOS EN LOCALIDADES RURALES - III REGION,74117.85750521495,PAVIMENTOS BASICOS
2010,Dirección de Vialidad,Atacama,"REPOSICION RUTA C-46, VALLENAR - HUASCO",70723.62228765961,MEJORAMIENTO RED VIAL REGIONAL PRINCIPAL
2010,Dirección de Vialidad,Atacama,CONSERVACION GLOBAL REGION DE ATACAMA 2009-2011,410879.53953880066,CONSERVACION VIAL
2010,Dirección de Vialidad,Atacama,CONSERVACION GLOBAL REGION DE ATACAMA 2009-2011,5643403.368432335,CONSERVACION VIAL
2010,Dirección de Vialidad,Atacama,MEJORAMIENTO PASO SAN  FRANCISCO SECTOR: BIF. POTRERILLOS - MARICUNGA TERCERA REGION,141520.90911259505,RUTAS INTERNACIONALES
2010,Dirección de Vialidad,Atacama,CONSERVACION RED VIAL ATACAMA 2009 -2011,452890.9917974905,CONSERVACION VIAL
2010,Dirección de Vialidad,Atacama,CONSERVACION RED VIAL ATACAMA 2009 -2011,5730515.933638149,CONSERVACION VIAL
2010,Dirección de Vialidad,Atacama,"MEJORAMIENTO RUTA C-163, LLANTA - BIF.-POTRERILLOS",212492.44090070217,RUTAS INTERNACIONALES
2010,Dirección de Vialidad,Atacama,CONSERVACION RED VIAL ADMINISTRACION DIRECTA III REGION AÑO 2010,2695743.8252288075,CONSERVACION VIAL
